Period_Sales,Period_DeliveryDelay,Cost_Manufacturing,Cost_Indirect,Cost_Packing,Percent_Margin,Amount_Margin,Amount_Net,Amount_ChannelMargin,Percent_Tax
15,18,57,12,112,44,1285,3333,1215,21
9,5,87,43,105,34,580,3119,1294,23
25,14,41,25,167,13,869,3847,1247,3
58,4,34,31,104,51,950,5573,2421,9
41,22,18,36,101,41,601,4464,1417,23
51,15,43,24,130,46,840,4115,1475,14
58,1,99,8,190,23,789,4233,1728,6
38,12,48,17,175,20,1394,5564,1363,1
19,20,38,48,196,32,980,3417,2085,10
4,12,55,27,180,48,934,4400,1602,3
25,8,74,36,178,39,1492,3982,2354,22
30,18,61,23,146,32,1182,5744,2299,9
56,9,26,39,190,48,1143,5084,2036,16
36,13,30,21,193,23,514,4971,1147,14
4,11,72,22,103,13,1196,5781,2174,22
36,7,14,29,139,35,979,5077,1591,21
7,22,61,38,107,21,1458,4178,1107,10
22,15,70,17,146,17,819,4970,1385,7
12,19,63,21,104,20,1277,5453,2190,13
30,0,48,9,196,56,929,4500,2405,3
7,18,81,18,197,48,1406,4465,2390,15
35,10,87,28,109,48,878,5975,1381,7
37,13,69,18,128,47,1409,4632,2437,19
27,6,84,6,138,45,1200,5324,1263,3
15,3,18,28,153,27,1093,5085,1192,15
45,5,79,2,161,15,1338,3625,1348,22
10,16,55,35,129,51,1293,3527,1812,7
13,13,96,33,148,44,1298,5660,1120,9
28,17,23,36,142,42,960,3408,1833,16
27,22,41,47,199,40,508,3116,1158,1
15,12,16,22,179,53,769,5611,2199,24
48,12,69,16,100,49,875,3233,1448,7
10,12,48,15,156,11,1119,4638,1802,1
25,4,54,7,194,28,1490,5820,1681,1
13,3,40,5,183,42,1358,3807,2335,21
34,4,32,16,128,52,1019,4749,1673,15
21,14,87,26,131,39,989,5099,1644,10
28,7,41,42,194,26,502,5049,1970,1
5,1,80,1,185,41,533,5501,1757,11
26,7,83,12,118,28,1261,3685,2193,24
23,20,24,1,114,24,1151,3931,1845,24
6,18,24,27,175,11,749,5732,2228,24
4,21,73,16,103,29,1263,4460,1000,4
19,18,34,47,154,22,783,3165,1082,3
22,3,82,21,142,19,593,5629,2342,7
56,19,68,18,176,11,1463,5505,1837,22
40,0,90,14,155,50,631,3488,1137,8
43,6,84,6,170,56,557,5284,1447,24
43,3,67,39,175,46,770,3641,1163,2
20,1,84,17,185,47,954,4511,1608,23
22,20,34,41,142,32,564,3384,1593,18
18,10,27,4,170,20,1404,3049,1305,11
21,20,39,40,120,19,1151,4965,1092,15
49,23,46,49,155,54,796,3885,1802,17
28,0,46,18,197,59,985,3548,1560,4
54,13,73,17,124,24,1210,5810,1191,10
41,8,42,18,101,57,1168,3463,2104,6
7,9,41,31,170,11,505,4724,1323,3
7,2,26,7,140,50,925,3307,1703,13
13,2,13,13,164,41,777,3826,2110,23
27,12,30,7,182,19,751,5339,1207,17
55,1,40,4,180,42,1310,5042,2386,20
57,18,90,3,181,20,1390,5771,1741,12
8,5,50,2,119,10,1044,3362,1302,8
50,3,92,48,155,59,858,3977,2202,18
51,22,15,23,192,30,883,4976,1316,22
49,6,61,15,152,49,1037,5834,1823,10
24,6,57,21,173,48,666,3446,1171,2
24,2,18,7,127,21,681,3099,2240,21
7,24,64,35,173,21,1142,4257,2015,24
15,24,41,27,179,48,954,4614,1046,7
20,15,88,10,135,12,1187,5190,2121,20
13,11,42,22,188,33,1446,4954,1938,18
39,24,47,36,105,57,1471,3727,2016,23
7,17,20,24,124,35,1085,3424,1796,4
21,8,41,9,157,38,1286,4306,1372,6
39,3,48,45,143,58,979,3973,2177,22
8,7,62,13,103,24,988,5392,1914,17
17,20,93,31,140,34,1107,3107,1980,10
55,19,73,18,134,20,829,5211,2256,3
58,23,42,28,126,32,1463,3104,2106,3
52,3,46,10,171,37,697,3297,2334,18
5,19,66,10,136,30,793,5302,1108,3
3,17,73,24,168,35,718,5862,1337,3
45,23,19,33,138,57,1052,4788,1216,2
28,9,50,20,185,13,650,3235,2474,14
32,5,92,8,138,20,1172,3981,1526,10
17,20,21,45,194,57,774,5213,2083,2
47,20,77,0,177,28,1266,4254,1261,2
59,9,74,36,196,37,1479,5048,1145,5
55,22,77,34,195,20,1019,4319,1519,7
7,2,27,47,189,16,1118,4928,2181,21
41,14,62,24,158,29,1348,4619,1142,19
42,19,53,37,114,10,890,5040,1584,19
27,18,69,45,167,40,1487,4744,1327,24
4,16,48,40,114,57,817,4751,2490,4
41,7,69,4,127,36,990,4967,2272,10
52,5,85,7,107,21,998,4771,2224,3
21,21,70,25,187,14,915,4736,1543,1
49,21,90,35,161,55,747,3661,1969,1
18,0,58,34,126,11,1104,3377,1801,17
6,7,39,45,127,46,602,4241,2432,20
11,22,62,29,195,26,1109,5691,2205,23
21,12,27,3,105,15,930,4721,1816,12
38,3,37,26,161,36,574,3601,2460,24
12,9,86,37,154,28,764,3240,1661,9
31,22,99,35,179,26,658,5957,2266,9
48,11,96,39,186,57,818,4237,1907,13
47,16,25,12,181,45,1140,5835,2159,12
32,17,95,25,102,51,1294,5363,2276,14
8,8,36,18,172,32,1062,3845,1036,21
33,14,63,33,162,18,1260,3637,1528,13
21,4,30,39,173,35,847,4803,1837,5
22,18,17,18,151,11,1012,4972,1239,16
29,18,55,0,188,12,733,5197,2014,19
42,17,40,5,119,12,1144,5209,1740,5
14,21,99,34,122,40,733,4089,1462,2
42,15,50,6,181,54,884,4115,1183,20
58,24,70,24,100,23,1159,5853,1958,23
8,22,23,2,120,49,936,4576,1105,16
8,23,23,14,196,14,669,5438,2429,16
35,2,64,40,134,21,1400,5162,1284,19
17,20,26,26,196,34,782,4079,2361,16
33,15,90,1,134,29,610,5560,2379,8
19,5,29,8,161,39,536,4460,1986,11
44,12,74,25,126,34,804,3680,2238,19
5,17,26,22,153,27,1381,5796,1427,1
16,24,74,5,182,31,697,5827,1645,8
48,18,46,30,127,28,1144,3960,1706,15
20,12,52,9,170,48,1024,3812,1482,18
26,12,23,33,129,30,1018,4179,1478,6
58,16,85,20,173,51,1447,4437,2238,18
51,22,72,5,182,15,577,5831,1381,7
58,20,81,35,112,22,1426,4176,1720,8
51,2,14,11,156,53,824,5959,1117,15
7,20,85,0,139,32,1324,5219,1689,14
32,19,92,9,168,30,889,3220,1095,22
9,0,87,23,176,12,743,5045,2161,13
11,15,75,23,186,55,1199,3506,1838,24
14,17,51,16,179,45,1331,5574,2293,3
36,9,48,36,105,12,1305,4423,1613,16
9,23,29,16,148,12,788,4324,2248,4
15,24,65,1,120,31,1198,5522,2163,17
3,18,40,10,167,17,891,3138,1769,17
1,0,71,6,166,50,1370,3707,1091,10
40,24,93,43,188,15,818,4605,1555,9
13,4,62,6,127,38,1165,5915,2245,1
6,9,24,13,106,21,1279,5406,1867,16
5,7,68,22,157,24,707,4009,1490,17
56,11,99,41,121,18,643,3286,2393,15
7,14,81,13,133,59,904,5196,1749,3
38,9,38,14,102,59,821,4235,1165,8
30,20,96,34,163,57,1299,5231,2458,7
2,4,60,27,148,34,862,4550,1019,12
54,21,85,42,122,52,939,4461,1227,10
28,7,85,43,115,27,1371,3863,1619,23
25,1,47,46,150,24,1488,4561,1294,18
40,7,59,42,187,39,813,5702,1764,12
1,15,48,41,108,18,657,3798,1036,16
29,19,46,13,101,48,765,5815,1891,16
53,9,87,26,151,14,1090,5044,1533,7
35,5,90,11,130,28,1108,4128,1724,8
13,7,44,5,145,48,1385,4692,1258,13
49,9,57,19,148,28,1279,4864,1763,10
17,4,86,5,162,16,1310,5341,1498,22
28,2,41,36,180,29,864,5909,2059,13
33,7,91,35,188,58,686,4757,1938,6
49,12,38,22,182,58,1283,5918,1894,9
59,3,62,42,133,24,1382,4393,2112,9
54,14,68,42,193,42,980,5837,1821,1
5,24,23,9,135,11,1438,3875,1832,20
30,6,43,23,183,57,608,3483,1504,15
52,10,87,2,130,47,1092,4426,1578,9
44,13,49,46,158,59,1083,5353,1086,17
22,23,72,44,102,43,1483,5564,1742,8
56,19,77,45,146,59,1343,4088,1471,7
47,20,30,21,194,14,624,5519,1940,24
6,6,35,20,168,14,985,3684,1568,24
24,6,51,44,109,27,888,4163,2378,6
53,19,98,38,171,48,1049,4816,1189,10
56,0,52,19,143,46,1380,3670,1923,2
44,19,74,28,180,47,777,3180,2248,10
38,15,10,31,186,15,1128,3154,2067,3
30,19,66,23,178,46,632,3827,1911,24
46,6,21,9,170,12,720,5082,1785,22
27,1,97,37,171,44,912,4620,1428,4
30,23,52,39,129,16,729,5701,1515,21
10,10,95,43,159,45,1348,5525,1182,22
56,6,74,41,145,59,770,4104,1336,5
48,16,18,6,115,31,879,5019,2007,11
6,8,52,47,152,23,1166,3233,2170,5
30,23,56,15,136,52,681,4738,2344,6
20,11,79,47,131,15,739,5038,1116,14
24,4,44,25,159,50,1346,5168,2139,4
23,22,71,33,129,29,1073,3661,1660,16
10,23,87,45,182,39,1083,4079,1950,6
14,7,14,16,146,25,1403,3774,2127,24
33,20,49,49,176,51,865,4959,1808,21
46,10,98,27,117,15,1051,3532,2098,20
12,4,62,1,111,39,797,5354,2326,21
13,15,33,31,168,48,687,4938,1366,1
47,16,34,0,102,42,1498,4236,2248,8
13,7,50,9,198,17,624,4227,2472,8
49,1,52,41,153,34,1259,3674,2379,4
15,11,44,9,133,41,513,4019,1801,5
42,15,32,17,197,26,992,3699,2475,10
1,4,49,46,191,51,1151,5008,2177,15
50,13,63,20,176,12,813,4657,1125,5
3,0,42,27,185,56,1338,5678,1793,13
24,6,86,15,196,43,1338,4122,2118,7
43,17,65,3,116,58,716,5508,1140,23
30,3,34,47,116,43,710,4849,2295,8
52,16,68,38,191,18,1046,3181,1343,8
55,10,39,42,127,43,840,5901,2072,24
25,23,74,44,114,29,1320,5978,1854,3
2,14,54,31,115,17,648,5283,1236,8
57,20,18,20,198,53,1134,3677,1435,9
54,21,15,16,109,11,1048,5702,2398,14
49,3,30,23,149,55,908,3390,1021,2
15,23,38,19,199,59,1314,5779,1717,17
43,10,92,13,132,26,1336,4755,1591,21
11,18,12,28,170,48,1167,5718,1743,23
2,14,62,17,156,24,1024,3192,2372,11
13,19,15,2,131,12,681,3413,1114,6
7,7,91,1,140,43,1142,5498,1158,22
1,9,60,46,147,19,789,3805,1469,2
5,14,28,29,101,46,1154,4331,1612,13
40,9,49,42,130,53,1028,4264,1322,7
40,16,17,8,130,35,846,3980,1207,21
22,13,59,44,143,32,1084,5515,1506,1
18,20,76,20,172,46,1039,5839,1300,3
39,12,14,36,135,23,935,4355,1124,21
33,8,45,4,173,43,1077,5906,1297,8
5,13,64,9,165,35,773,3781,2355,3
34,22,28,40,119,32,520,3085,1377,14
42,15,74,2,151,57,723,4406,1125,6
16,12,26,21,157,41,968,3861,2243,7
13,18,89,25,174,30,533,4783,1030,7
29,13,91,39,107,12,701,5500,1397,18
25,8,62,10,121,21,1078,3811,1708,11
55,10,62,23,107,47,1384,4356,2392,19
47,22,67,28,100,55,653,5251,2100,15
22,21,49,47,155,21,1477,3373,1410,21
16,21,30,32,198,18,844,3964,1888,7
19,21,19,32,128,34,892,3634,2293,14
29,6,65,24,126,17,1085,4227,2370,13
38,21,95,30,168,34,732,4029,2325,1
9,24,83,3,115,32,1227,3830,1274,14
14,17,81,24,119,20,1385,5933,1514,6
23,12,86,18,135,42,1225,4046,1119,16
36,13,67,44,191,34,746,3482,2439,16
40,10,31,43,176,29,873,4407,1740,9
29,13,17,49,160,59,534,4666,1747,10
33,0,62,16,160,10,1047,4054,1176,5
13,20,20,15,144,27,614,3375,2206,13
37,1,95,4,114,21,581,3455,1301,3
53,11,12,2,191,50,1491,3715,2194,24
7,3,41,3,105,13,1441,3333,1013,9
1,4,13,29,108,31,714,3807,1189,2
46,21,58,27,103,52,611,4652,1516,16
0,14,59,43,123,15,520,3793,2137,23
16,23,34,11,117,22,878,5441,2372,4
13,3,34,9,181,22,536,5345,1521,20
4,24,63,37,197,56,846,3049,2168,17
30,2,95,24,141,22,1467,5582,1933,12
1,7,41,39,119,36,735,3935,1361,3
8,5,46,15,120,51,1404,3332,1067,6
0,1,31,39,147,46,1266,5482,2317,22
21,2,73,20,107,44,1248,4094,1574,4
6,22,19,14,143,19,926,3198,1797,4
50,18,36,43,125,53,899,3296,1852,9
25,19,45,23,124,56,1492,4314,1694,9
4,22,50,9,166,46,774,3460,2317,20
55,9,11,39,124,25,662,3826,1466,22
3,13,26,8,163,16,1018,3045,1209,18
18,9,78,10,133,46,1363,3663,1293,2
8,3,60,47,197,16,994,4106,2277,1
38,6,52,36,137,32,1474,5606,1325,14
44,21,44,24,106,12,1384,4777,2468,19
17,6,94,21,112,53,806,5996,2401,20
55,19,75,8,193,19,959,5003,1219,20
52,18,28,4,196,36,849,3825,1086,12
37,9,67,3,141,51,1031,4288,1363,23
42,3,31,35,139,58,1455,5738,2134,9
52,2,59,1,142,47,1098,4472,1707,20
22,16,64,21,137,18,1091,3457,1942,4
51,8,63,40,190,10,583,4094,2260,1
43,21,18,38,197,50,773,4278,1998,12
55,20,93,15,135,32,1118,4711,1598,19
51,2,10,5,165,27,1259,4469,1623,1
23,3,21,43,123,26,857,5054,1614,12
45,18,25,42,171,28,657,4519,1288,8
0,9,79,24,147,13,1198,5032,1777,17
48,16,35,10,132,27,1307,5271,1803,13
50,8,40,47,178,10,1194,3824,1011,12
57,24,57,28,173,38,754,3861,1580,13
41,10,46,29,149,11,1413,5487,2387,12
49,19,13,17,169,55,767,3082,1786,1
57,17,47,46,100,52,1071,3210,1457,19
55,4,47,37,120,56,983,5255,2398,13
49,4,71,6,156,54,535,4346,1675,23
54,19,37,18,105,25,596,3708,2250,16
54,5,94,12,171,28,774,4261,1516,10
41,23,66,11,113,11,987,3727,1545,11
52,15,55,43,107,58,662,3632,1485,1
55,3,67,11,136,44,1047,3025,1218,15
58,6,99,46,101,51,1199,3667,1213,16
34,9,50,25,195,19,505,5498,1949,11
32,1,52,19,151,15,1320,4657,1262,20
46,7,85,11,115,13,667,5157,2299,20
25,22,39,24,185,41,1059,5802,2045,5
28,11,69,26,172,41,900,5602,1736,18
26,17,88,39,169,22,981,3275,1831,7
16,24,86,41,106,39,779,5134,1598,1
39,23,56,47,161,41,1064,5481,1284,22
55,23,12,18,146,32,1319,3647,1650,16
23,2,93,38,156,33,1158,4292,1582,19
45,5,54,40,199,57,1074,5527,1104,15
54,8,72,25,120,21,845,3267,1644,22
40,16,41,9,174,44,1231,3090,1291,6
8,7,47,11,162,23,1495,3246,1077,12
48,0,22,42,179,25,1152,5348,2205,15
56,9,40,1,146,34,701,4896,2260,2
45,12,13,8,163,42,1319,3190,1014,8
52,7,86,46,140,59,542,4501,2448,12
44,9,37,20,114,11,1136,5211,2378,23
44,18,37,0,194,26,1431,5160,1793,16
24,19,67,45,171,18,963,5510,1225,4
52,14,79,37,168,52,1109,4375,2357,24
35,12,13,27,189,47,703,4527,1958,19
3,24,10,42,134,50,830,5320,1365,4
58,10,83,30,155,35,796,3624,1674,2
53,5,17,41,136,28,1403,3730,1639,7
52,12,48,19,106,59,1168,3250,1292,8
16,7,40,33,122,59,624,5868,1389,7
9,6,88,9,199,59,1075,3408,2220,9
18,22,37,34,117,25,1340,4246,1146,1
21,23,57,39,122,26,1446,3445,1918,21
51,0,93,40,157,48,896,4243,1741,16
50,16,65,47,115,36,839,5066,2413,2
9,0,18,27,161,11,726,3334,1674,3
31,7,77,0,111,39,1029,3674,1836,10
38,2,75,37,163,49,1309,3792,1590,21
22,13,30,26,196,58,1101,4768,2139,19
25,20,76,12,185,19,1217,3371,2215,10
28,11,35,4,152,40,1326,3990,2260,13
30,15,10,22,189,24,662,5091,1591,1
16,8,55,13,161,31,550,5555,1404,14
26,23,17,45,143,12,1230,3732,1695,10
34,21,32,13,189,42,974,4037,1656,8
4,20,27,40,113,36,579,5423,2495,10
40,9,54,11,120,27,502,3898,2256,9
6,1,39,14,100,53,1238,4811,2176,15
1,1,68,39,118,44,985,4533,1222,5
53,14,45,8,104,17,1380,3015,2148,5
43,17,58,18,162,13,1078,3036,1181,13
8,12,70,46,152,59,1104,5988,1432,19
2,19,24,38,187,46,830,5139,1354,10
45,24,28,42,164,33,1429,3348,2164,16
3,13,21,39,132,46,854,3015,1209,4
58,10,59,45,153,57,1392,4236,2128,14
26,23,57,10,127,10,835,4497,2010,9
30,17,38,8,175,44,508,4622,1502,1
58,22,28,4,146,15,1456,5033,1324,21
39,1,25,9,146,27,813,3841,2268,6
57,15,99,42,135,16,1474,5933,2257,11
16,3,18,32,105,45,1009,3202,2491,19
47,14,68,44,174,46,844,5511,2166,1
1,7,48,45,117,35,1242,3414,2389,16
15,18,11,1,190,53,1448,3108,2178,7
58,10,92,42,145,37,1001,3636,1264,23
43,3,33,21,182,14,1258,4013,1359,15
58,13,48,41,109,12,962,5167,2399,5
41,4,38,24,169,47,629,4619,1658,21
39,2,27,31,100,59,1448,3548,2414,10
8,10,41,39,116,17,1079,4909,1713,2
33,2,40,1,168,14,1073,5146,1825,21
17,5,88,26,189,22,1257,4331,1481,4
58,21,26,20,141,53,1160,5509,2072,15
0,11,83,45,156,18,1065,5432,1882,23
19,10,22,24,108,36,1224,4878,1079,8
22,4,48,24,194,22,974,5932,2023,16
51,14,15,39,198,49,1230,3701,2470,8
59,5,37,27,196,44,716,5503,2464,2
2,14,52,2,118,38,1100,4635,1776,23
0,14,81,0,174,38,572,4003,1190,13
0,19,94,39,149,48,1044,4956,1445,11
25,2,79,43,113,25,745,3475,2400,21
47,4,87,2,150,48,1329,5264,1470,2
51,14,78,34,169,59,560,4605,1169,8
1,24,73,7,124,41,1137,3491,1195,18
10,8,72,25,130,22,888,5690,1382,18
2,16,79,29,153,50,739,4292,1071,10
26,3,57,13,197,39,902,4143,2376,17
22,14,90,49,151,20,1444,3436,1483,17
6,7,58,46,194,18,543,3475,1890,17
6,1,51,6,149,16,1121,5760,1578,14
49,8,19,7,128,22,545,5037,2409,3
3,18,98,17,103,53,759,3955,1368,2
39,1,49,29,114,45,960,3987,1823,12
17,14,52,43,171,13,943,3978,1635,2
6,19,77,5,167,27,595,3455,1668,2
3,16,81,28,108,57,1421,3568,2400,24
39,21,16,17,145,31,987,4029,2078,17
25,23,30,20,192,57,666,4169,1786,5
17,24,74,22,132,31,1239,5130,1166,23
56,17,96,32,158,44,559,5975,2098,6
34,19,25,49,197,31,585,3739,1304,11
44,8,29,8,134,29,596,5691,2199,1
29,24,80,45,143,15,791,3018,2475,7
54,2,58,31,108,18,1406,4483,1414,12
42,3,33,38,112,48,606,4793,1435,2
13,21,55,43,121,58,1438,3305,1980,17
24,9,26,4,149,27,1458,4327,2056,24
31,6,41,11,156,28,507,3849,2251,19
59,23,52,26,143,20,578,4506,1477,22
45,9,75,6,124,40,975,5679,1094,11
43,5,23,14,162,30,685,3163,1180,20
32,19,53,44,162,10,859,4119,1471,13
27,14,60,30,116,27,1456,3972,2394,3
9,10,83,33,113,41,552,5085,1768,19
34,12,15,45,174,35,1199,5831,1939,9
55,0,18,42,112,59,1269,3801,1729,2
32,3,51,28,172,48,603,4146,1334,21
15,13,97,44,103,23,1267,4001,2142,15
34,0,89,42,188,22,1101,3536,2298,23
44,10,70,16,167,46,1497,5442,1317,2
53,24,10,42,108,55,1463,3490,1782,20
7,23,74,46,172,13,1070,4053,2293,9
48,7,50,28,168,36,619,4014,1942,10
30,21,91,33,145,28,965,4430,2088,17
55,10,71,16,178,55,669,5585,2126,2
0,16,14,2,180,28,1158,4519,1146,16
48,16,75,42,101,19,1384,3352,1110,3
24,13,34,47,113,10,1081,5621,1416,7
55,0,54,32,107,29,578,3853,1979,21
17,14,14,19,123,11,1369,4340,2145,11
33,14,30,5,134,42,1332,5013,1944,18
16,4,89,28,101,24,1489,5092,1996,18
1,8,38,1,137,16,1444,4268,1498,11
59,24,48,16,189,53,1476,5331,2462,2
48,7,12,7,112,41,599,4834,1259,6
8,1,96,44,158,45,765,4124,1702,4
17,18,44,17,118,12,745,3701,2283,17
12,1,84,38,116,37,562,3070,2353,7
39,1,29,27,133,19,1013,5511,1540,10
3,7,37,31,120,15,1387,3223,1042,5
5,13,70,19,188,54,1372,4303,2347,11
46,6,94,13,163,11,900,3639,1180,11
32,22,64,0,113,14,1044,4838,1317,22
18,22,49,45,148,45,1005,5765,1690,8
14,4,47,0,131,29,677,4039,2005,2
58,7,74,49,134,32,996,3194,2489,11
45,6,21,28,111,16,1322,4710,1462,14
6,19,40,1,167,44,1305,4600,1384,16
34,19,12,39,197,28,614,3292,1899,3
57,4,30,24,127,37,736,3055,1384,22
47,5,34,8,155,41,1080,4669,1322,7
42,3,96,10,104,27,1038,3678,1415,18
6,23,98,30,107,25,1451,5162,1779,24
28,24,10,9,105,41,796,4768,1350,9
59,17,35,15,179,50,1134,4489,2477,1
15,4,90,11,116,33,986,4539,1243,14
47,13,78,45,108,51,795,5849,1498,8
44,17,80,44,186,41,743,5349,1515,3
45,1,33,35,160,19,1264,5085,2285,17
49,8,95,18,155,56,919,5235,1726,12
35,0,65,40,132,12,910,5271,1587,15
44,18,25,29,126,20,1490,4661,2244,3
53,1,25,2,109,39,1086,3749,1753,17
40,24,54,18,194,15,849,3025,1240,2
25,15,85,4,168,36,562,5802,1125,8
26,2,57,35,127,40,1039,4625,2325,23
56,11,51,14,162,17,805,4482,1658,13
32,8,73,44,137,43,1117,4899,2420,18
58,9,90,8,168,42,880,3766,1511,24
15,4,14,8,191,35,678,4713,1865,4
44,12,86,11,169,42,1430,4944,1687,22
16,0,35,8,173,24,1112,5790,1074,14
50,12,54,1,137,20,960,3088,1123,14
11,7,11,13,122,42,1051,4944,1425,12
21,18,47,10,180,53,1326,3274,1283,7
35,23,21,37,141,58,679,3017,1217,19
3,1,59,2,175,56,1202,3234,2193,13
21,20,54,2,120,43,777,4315,1759,14
11,14,18,10,184,51,1209,5808,1213,7
28,3,11,0,129,48,1490,5320,1551,12
15,23,47,11,177,13,616,4334,2152,20
37,7,20,31,140,16,542,4381,1426,21
1,5,26,30,125,23,940,5458,2299,22
24,17,53,27,120,55,956,4543,1082,21
56,21,14,0,114,14,571,4126,2024,8
50,21,65,42,102,26,825,4439,1895,18
7,5,50,20,135,34,734,3257,1068,15
43,3,22,13,151,56,1447,4802,1448,3
35,22,11,47,127,32,737,4121,1858,21
41,0,38,1,169,52,695,5515,1675,9
47,3,10,40,132,38,637,5361,2023,21
35,1,40,36,154,16,889,3712,1894,10
36,7,35,38,140,49,1190,4114,1546,11
22,16,70,38,141,59,1340,5102,1816,12
56,10,98,13,183,35,1382,3488,2033,15
27,24,95,8,102,34,1019,4010,1229,11
16,1,32,32,153,58,922,3945,1756,24
23,14,65,5,131,11,1255,4366,2083,7
31,12,75,28,130,56,988,4589,1798,17
58,17,50,15,166,58,858,5637,1949,2
21,19,75,37,168,55,1240,5143,1574,14
12,21,42,22,107,17,1255,5261,1892,2
4,7,94,19,127,22,704,5258,2140,7
43,14,81,37,151,40,1189,4126,1597,3
48,15,57,8,181,18,783,5851,1841,8
46,15,85,49,123,19,744,5761,1051,10
28,6,20,26,138,30,1160,5142,1812,22
13,11,75,36,199,11,1093,3853,1814,2
59,14,90,9,120,45,1154,4164,1035,3
51,23,85,36,193,25,903,5157,1665,17
50,7,25,37,192,47,842,4363,1849,5
13,10,41,13,142,23,836,4500,1392,8
6,7,20,11,119,58,1381,4772,2412,3
52,7,73,8,145,52,727,5139,2481,21
7,4,96,34,197,41,1235,5738,2382,6
58,3,41,11,151,54,654,3794,1527,9
51,24,98,40,162,48,715,3561,2031,12
44,18,23,9,183,49,1072,5086,1287,5
40,1,43,42,152,45,1263,4287,2197,16
6,1,97,41,135,57,1239,3350,2343,24
40,6,76,36,144,25,1477,3541,1115,16
40,5,38,5,146,53,1150,5800,1892,15
12,3,93,43,127,55,858,4312,1212,3
33,4,84,16,159,20,962,5211,1633,24
42,12,98,0,110,23,956,5262,1116,18
7,12,44,20,122,31,1121,3613,1552,21
31,15,24,5,178,53,804,3054,1906,14
10,10,13,17,196,42,1142,5392,1142,20
40,22,57,21,188,48,586,5597,1706,3
16,23,34,44,175,52,734,5583,1120,14
7,6,38,14,125,15,1180,3702,1612,8
20,0,29,37,142,20,899,3524,2070,13
18,6,13,32,128,58,879,3536,1291,14
50,7,30,13,189,54,1156,4225,1024,7
40,18,96,10,122,18,1031,4257,2470,3
41,22,52,49,142,23,1390,3415,1887,12
40,3,35,14,195,27,859,3380,1533,23
57,16,39,19,132,18,1436,3987,2119,7
39,2,64,16,181,46,1127,5531,1694,8
31,11,38,33,109,29,1476,4113,1894,11
56,2,15,22,101,47,981,3480,1223,12
21,15,29,36,188,58,1269,3415,2254,8
54,4,66,24,131,15,906,4284,1706,8
46,3,29,27,149,18,1120,5792,2347,21
15,9,18,20,159,18,760,4407,1237,17
26,9,65,23,133,53,969,5724,2350,22
54,0,76,4,137,11,975,4270,2033,17
31,14,13,5,108,34,1052,4547,1353,17
41,5,79,42,192,39,602,5194,2178,12
39,4,49,38,131,45,846,5210,1594,24
49,23,12,22,194,19,770,3718,1276,11
21,24,86,29,108,18,516,4923,2088,8
31,19,25,19,147,32,570,5043,2170,20
11,1,49,43,177,30,1386,5720,2269,8
44,17,39,13,174,21,1236,5488,1795,14
3,18,71,46,142,10,1122,4751,1803,9
28,10,96,26,177,26,1071,4640,1173,22
21,11,90,45,135,18,926,5131,1606,13
40,18,35,17,112,23,639,3943,1172,24
39,18,28,24,143,50,1128,3626,2426,3
18,11,17,18,104,24,693,4957,2029,1
39,11,66,0,119,19,726,3538,2403,1
19,7,61,48,124,44,864,5292,1337,4
33,4,51,40,141,45,668,3107,1961,4
3,20,22,21,168,46,681,5195,1851,13
46,0,43,31,129,19,632,3599,1060,13
21,13,94,35,114,20,813,3917,2179,21
17,18,19,8,184,54,754,3453,1243,20
10,17,31,31,134,47,784,5258,2221,23
45,1,47,25,150,55,727,5256,2025,10
6,5,19,26,122,23,763,5956,2274,19
20,13,90,39,183,43,1071,5496,1014,7
40,7,43,14,107,25,1463,3882,1069,7
9,15,87,27,156,52,663,3767,1534,1
45,0,86,7,191,28,790,3151,1299,24
51,7,20,38,195,30,883,5954,2126,19
26,14,76,30,168,47,681,5333,1431,1
14,8,97,27,186,42,590,3767,2420,23
8,13,57,29,185,44,618,4734,2016,16
16,5,50,0,178,42,585,5280,1063,24
32,3,64,46,152,41,779,3298,2211,22
54,5,62,26,192,50,843,5798,2096,21
26,2,10,49,166,24,507,4862,1146,1
10,23,44,47,158,47,699,5871,1870,16
40,1,57,39,109,30,1153,4361,2417,15
21,11,45,6,159,56,822,3524,1246,6
34,16,85,3,121,53,1033,3863,2269,23
56,10,18,39,106,37,1372,3211,1411,18
19,23,23,43,137,19,727,4222,1212,5
48,14,62,22,164,30,736,3577,1590,19
38,21,10,6,197,30,877,4321,1812,15
59,21,57,16,115,16,652,3277,1305,4
23,18,81,38,161,54,1461,4517,2025,20
17,1,37,49,114,31,1123,5728,1987,16
34,0,66,9,175,39,977,5749,1516,24
31,4,10,0,113,32,1108,4291,1200,18
10,2,62,32,115,53,1359,5918,2308,10
32,1,80,43,180,40,1328,4863,1011,24
34,23,53,42,109,49,651,4384,2199,20
21,18,66,14,168,38,585,4644,1987,13
9,7,82,8,137,57,734,3867,1921,24
52,14,15,21,120,40,1354,4936,1001,12
31,22,23,36,196,53,555,5350,1452,23
3,23,37,41,159,50,1137,3561,1385,4
43,20,87,37,186,57,705,5116,2002,24
58,22,78,28,160,45,764,5876,1475,9
58,14,35,42,157,11,586,4218,1822,22
26,3,27,0,127,53,1434,3855,2214,12
54,3,90,49,151,54,1151,5945,1037,6
18,19,47,48,174,12,551,3130,1662,13
33,3,21,7,148,44,1081,3733,1899,20
