Crime Type,Hour of the day,Longitude,Latitude,Neighborhood
Arson,2,-93.23135746,44.97638316,COMO
Arson,1,-93.23037684,44.9656167,COMO
Arson,2,-93.23183135,44.98158611,COMO
Arson,1,-93.23038617,44.96571914,COMO
Arson,1,-93.2410616,45.01151601,AUDUBON PARK
Arson,2,-93.23905698,45.0067466,COMO
Arson,1,-93.22903059,44.95083592,COMO
Arson,1,-93.24282272,45.01570609,COMO
Arson,1,-93.22927988,44.95357292,COMO
Arson,1,-93.22917433,44.95241407,LONGFELLOW
Arson,1,-93.24561242,45.02234337,COMO
Arson,2,-93.23117738,44.97440602,COMO
Arson,2,-93.23093066,44.9716972,LONGFELLOW
Arson,2,-93.23188011,44.98212146,COMO
Arson,1,-93.23009823,44.96255777,LONGFELLOW
Arson,2,-93.23256132,44.98960066,LONGFELLOW
Arson,2,-93.23196196,44.98302008,LONGFELLOW
Arson,2,-93.23176759,44.98088602,COMO
Arson,2,-93.23230826,44.98682225,LONGFELLOW
Arson,1,-93.22909134,44.95150286,COMO
Arson,1,-93.22913384,44.9519695,LONGFELLOW
Arson,1,-93.23069923,44.96915632,LONGFELLOW
Arson,2,-93.23883336,45.00621457,AUDUBON PARK
Arson,2,-93.23206246,44.98412352,COMO
Arson,1,-93.23028888,44.96465092,LONGFELLOW
Arson,1,-93.23001745,44.96167085,LONGFELLOW
Arson,2,-93.23184572,44.98174384,COMO
Arson,2,-93.23140782,44.97693611,LONGFELLOW
Arson,1,-93.23044197,44.96633179,LONGFELLOW
Arson,1,-93.22926703,44.95343181,COMO
Arson,2,-93.23205097,44.98399731,LONGFELLOW
Arson,1,-93.22931547,44.95396366,LONGFELLOW
Arson,2,-93.23264036,44.99046843,LONGFELLOW
Arson,1,-93.23029381,44.96470511,COMO
Arson,2,-93.23599242,44.99945536,COMO
Arson,2,-93.23187172,44.98202936,LONGFELLOW
Arson,2,-93.23560382,44.99853081,AUDUBON PARK
Arson,2,-93.23272357,44.99138195,COMO
Arson,1,-93.22982623,44.95957142,LONGFELLOW
Arson,2,-93.23255035,44.98948015,LONGFELLOW
Arson,1,-93.22970941,44.95828881,COMO
Arson,1,-93.24316229,45.016514,AUDUBON PARK
Arson,1,-93.24070475,45.01066699,COMO
Arson,2,-93.23725401,45.00245695,AUDUBON PARK
Arson,2,-93.23324201,44.99291156,COMO
Arson,2,-93.23263004,44.99035511,LONGFELLOW
Arson,1,-93.22995217,44.96095417,COMO
Arson,1,-93.24265167,45.01529912,COMO
Arson,1,-93.23071601,44.9693405,LONGFELLOW
Arson,2,-93.23143305,44.97721308,LONGFELLOW
Arson,1,-93.24276025,45.01555745,AUDUBON PARK
Arson,2,-93.23540965,44.99806884,COMO
Arson,1,-93.22958669,44.95694148,COMO
Arson,2,-93.23197265,44.9831375,COMO
Arson,2,-93.23210868,44.98463098,LONGFELLOW
Arson,1,-93.22905772,44.95113376,LONGFELLOW
Arson,2,-93.231167,44.97429206,LONGFELLOW
Arson,2,-93.23169259,44.9800626,COMO
Arson,1,-93.2290157,44.95067248,COMO
Arson,1,-93.23048648,44.96682052,LONGFELLOW
Arson,1,-93.23065309,44.96864969,COMO
Arson,5,-93.30887279,45.0010328,WILLARD - HAY
Arson,4,-93.30529827,44.99003463,WILLARD - HAY
Arson,6,-93.31174544,44.99517979,WILLARD - HAY
Arson,5,-93.30913441,45.00080131,WILLARD - HAY
Arson,5,-93.3100971,44.99393274,NEAR - NORTH
Arson,4,-93.30893931,44.99303067,WILLARD - HAY
Arson,4,-93.30859101,44.9927593,WILLARD - HAY
Arson,3,-93.30411696,44.98909188,NEAR - NORTH
Arson,6,-93.31226021,44.9955906,NEAR - NORTH
Arson,3,-93.30399759,44.98899662,NEAR - NORTH
Arson,7,-93.31295343,44.9961582,WILLARD - HAY
Arson,7,-93.31246852,44.99785117,JORDAN
Arson,6,-93.31212018,44.99550899,WILLARD - HAY
Arson,6,-93.30823827,45.00280206,JORDAN
Arson,7,-93.31362208,44.99667744,WILLARD - HAY
Arson,7,-93.31307073,44.99624959,WILLARD - HAY
Arson,3,-93.30756037,44.9919563,WILLARD - HAY
Arson,7,-93.31259573,44.99585836,WILLARD - HAY
Arson,4,-93.30663042,44.99109775,NEAR - NORTH
Arson,6,-93.31053306,45.00026528,WILLARD - HAY
Arson,5,-93.30399858,45.00748883,JORDAN
Arson,5,-93.3075952,45.00216326,WILLARD - HAY
Arson,6,-93.31107033,44.99967134,JORDAN
Arson,5,-93.30768416,44.99193869,WILLARD - HAY
Arson,4,-93.30621405,44.99076547,WILLARD - HAY
Arson,5,-93.3084431,45.00141301,WILLARD - HAY
Arson,5,-93.30906559,44.99304114,NEAR - NORTH
Arson,4,-93.30564698,44.99031292,WILLARD - HAY
Arson,3,-93.3076404,44.99201866,NEAR - NORTH
Arson,6,-93.31213607,44.99814532,JORDAN
Arson,6,-93.31260416,44.99588607,NEAR - NORTH
Arson,6,-93.31040129,44.99968033,WILLARD - HAY
Arson,5,-93.30948854,44.99337867,NEAR - NORTH
Arson,6,-93.3116594,44.99511113,WILLARD - HAY
Arson,5,-93.30952435,45.00045627,WILLARD - HAY
Arson,6,-93.31273277,44.99598627,WILLARD - HAY
Arson,5,-93.30364259,45.00788237,WILLARD - HAY
Arson,6,-93.31089035,44.99449739,NEAR - NORTH
Arson,6,-93.31129068,44.9948627,WILLARD - HAY
Arson,6,-93.31091407,44.99451632,NEAR - NORTH
Arson,6,-93.31100542,44.99458922,WILLARD - HAY
Arson,4,-93.30539167,44.99010917,NEAR - NORTH
Arson,7,-93.3134187,44.99651513,WILLARD - HAY
Arson,6,-93.31122413,44.99895225,JORDAN
Arson,5,-93.30716732,45.00398594,WILLARD - HAY
Arson,5,-93.30906569,44.99304122,NEAR - NORTH
Arson,5,-93.30932164,45.00063564,JORDAN
Arson,6,-93.31063005,44.99947791,WILLARD - HAY
Arson,6,-93.31019088,45.00064354,JORDAN
Arson,4,-93.30938095,44.99337477,NEAR - NORTH
Arson,3,-93.30339925,44.98851912,WILLARD - HAY
Arson,4,-93.3056153,44.99028764,NEAR - NORTH
Arson,7,-93.31322198,44.99718447,JORDAN
Arson,6,-93.3114737,44.99496293,WILLARD - HAY
Arson,7,-93.31220377,44.99841838,WILLARD - HAY
Arson,5,-93.30960207,44.99346928,WILLARD - HAY
Arson,5,-93.30945822,44.99335448,NEAR - NORTH
Arson,6,-93.30810507,45.00294931,WILLARD - HAY
Arson,3,-93.3073264,44.99177401,NEAR - NORTH
Arson,4,-93.30606785,45.00351471,JORDAN
Arson,4,-93.3063873,44.99090373,WILLARD - HAY
Arson,5,-93.31009626,44.99393209,WILLARD - HAY
Arson,6,-93.31110314,44.99466721,NEAR - NORTH
Arson,4,-93.30807339,44.99235601,WILLARD - HAY
Arson,5,-93.308811,45.00108747,WILLARD - HAY
Arson,3,-93.30776992,44.99211957,NEAR - NORTH
Arson,5,-93.30911419,44.99307992,WILLARD - HAY
Arson,3,-93.30319538,44.98835642,NEAR - NORTH
Arson,7,-93.313223,44.99636823,NEAR - NORTH
Arson,5,-93.30824701,45.00158651,JORDAN
Arson,6,-93.31143203,44.99492968,NEAR - NORTH
Arson,4,-93.30265957,45.00896905,WILLARD - HAY
Arson,6,-93.31175166,44.99518475,NEAR - NORTH
Arson,6,-93.31245386,44.99576897,WILLARD - HAY
Arson,6,-93.30959244,45.00130509,WILLARD - HAY
Arson,3,-93.30718074,44.99166052,WILLARD - HAY
Arson,7,-93.31363166,44.99683991,JORDAN
Arson,7,-93.31308589,44.99624953,NEAR - NORTH
Arson,6,-93.31168632,44.99513261,WILLARD - HAY
Arson,6,-93.31085508,44.99446924,NEAR - NORTH
Arson,5,-93.30447114,45.00696644,WILLARD - HAY
Arson,7,-93.31359949,44.99665941,NEAR - NORTH
Arson,5,-93.30942397,44.99332714,WILLARD - HAY
Arson,5,-93.31111664,44.99472709,WILLARD - HAY
Arson,4,-93.30825593,44.99249823,NEAR - NORTH
Arson,3,-93.30756733,44.99196172,NEAR - NORTH
Arson,5,-93.30313207,45.00844673,JORDAN
Arson,3,-93.30770277,44.99206725,NEAR - NORTH
Arson,6,-93.31098644,44.99457407,NEAR - NORTH
Arson,4,-93.3070564,45.00264001,JORDAN
Arson,5,-93.30657564,45.00464002,JORDAN
Arson,6,-93.31133315,44.99885578,JORDAN
Arson,6,-93.31167387,44.99516125,NEAR - NORTH
Arson,5,-93.30607582,45.00519255,JORDAN
Arson,3,-93.30716468,44.991648,NEAR - NORTH
Arson,6,-93.31193465,44.99533079,WILLARD - HAY
Arson,4,-93.30537305,44.99009431,WILLARD - HAY
Arson,5,-93.31011911,44.99394989,WILLARD - HAY
Arson,5,-93.30986339,44.99375065,NEAR - NORTH
Arson,5,-93.3102412,44.99404502,NEAR - NORTH
Arson,3,-93.30431854,44.9968907,JORDAN
Arson,3,-93.30312939,44.99841158,WILLARD - HAY
Arson,4,-93.29773893,45.01548391,JORDAN
Arson,4,-93.29774311,45.01490402,JORDAN
Arson,3,-93.29929082,44.99563796,NEAR - NORTH
Arson,3,-93.29812586,45.00318438,NEAR - NORTH
Arson,3,-93.29962139,44.99349654,JORDAN
Arson,3,-93.29882725,44.99864088,JORDAN
Arson,3,-93.29780989,45.00564288,JORDAN
Arson,3,-93.29977136,44.99252506,JORDAN
Arson,3,-93.29800202,45.00398657,NEAR - NORTH
Arson,3,-93.29947669,44.99443392,NEAR - NORTH
Arson,3,-93.29893353,45.00377789,WILLARD - HAY
Arson,3,-93.29781178,45.00538069,FOLWELL
Arson,3,-93.30082558,45.00135805,WILLARD - HAY
Arson,3,-93.30423651,44.99699561,JORDAN
Arson,3,-93.29797478,45.00416299,JORDAN
Arson,3,-93.29778647,45.00889075,JORDAN
Arson,4,-93.29773959,45.01539126,JORDAN
Arson,3,-93.29781063,45.00553946,FOLWELL
Arson,3,-93.29791996,45.00451811,JORDAN
Arson,3,-93.29780431,45.006416,JORDAN
Arson,4,-93.29774073,45.01523348,JORDAN
Arson,3,-93.30039665,45.00190662,JORDAN
Arson,3,-93.29780881,45.0057925,JORDAN
Arson,4,-93.29776407,45.01199642,FOLWELL
Arson,3,-93.30377124,44.99759068,WILLARD - HAY
Arson,3,-93.29980878,45.00265848,WILLARD - HAY
Arson,3,-93.29780266,45.00664511,JORDAN
Arson,3,-93.29779181,45.00814953,JORDAN
Arson,3,-93.29830619,45.00201623,NEAR - NORTH
Arson,3,-93.2996528,44.99329309,NEAR - NORTH
Arson,3,-93.30463695,44.99648347,JORDAN
Arson,3,-93.29779972,45.00705229,JORDAN
Arson,4,-93.29776535,45.01181899,FOLWELL
Arson,3,-93.29835041,45.00172972,NEAR - NORTH
Arson,4,-93.29777111,45.01102028,FOLWELL
Arson,3,-93.29855756,45.00038787,JORDAN
Arson,3,-93.29779917,45.00712854,JORDAN
Arson,3,-93.2991991,44.9962321,NEAR - NORTH
Arson,3,-93.29799306,45.00404462,JORDAN
Arson,4,-93.29776145,45.01235982,FOLWELL
Arson,3,-93.29808901,45.00342307,NEAR - NORTH
Arson,3,-93.29779245,45.00806057,JORDAN
Arson,3,-93.29947236,44.99446196,JORDAN
Arson,3,-93.2995589,44.99390138,JORDAN
Arson,3,-93.29799422,45.00403709,NEAR - NORTH
Arson,3,-93.29800737,45.0049624,WILLARD - HAY
Arson,3,-93.29932819,44.99539586,JORDAN
Arson,3,-93.29959745,44.99365167,JORDAN
Arson,4,-93.29776729,45.01155066,JORDAN
Arson,3,-93.29904455,44.99723325,JORDAN
Arson,3,-93.29780023,45.00698158,JORDAN
Arson,4,-93.29775367,45.01343871,FOLWELL
Arson,3,-93.29822997,45.00250993,JORDAN
Arson,3,-93.29938176,44.99504885,JORDAN
Arson,3,-93.29932463,44.99541896,NEAR - NORTH
Arson,3,-93.29780925,45.00573071,FOLWELL
Arson,4,-93.29775852,45.01276713,JORDAN
Arson,3,-93.29956036,44.99389192,JORDAN
Arson,3,-93.29962397,45.00289485,JORDAN
Arson,4,-93.29775231,45.01362776,FOLWELL
Arson,3,-93.29801721,45.00388818,JORDAN
Arson,3,-93.29897419,44.99768901,JORDAN
Arson,4,-93.29775685,45.01299871,JORDAN
Arson,3,-93.3012857,45.00076957,JORDAN
Arson,4,-93.29775854,45.01276441,JORDAN
Arson,3,-93.30245336,44.99927618,JORDAN
Arson,4,-93.29774481,45.01466731,FOLWELL
Arson,3,-93.29921605,44.99612231,NEAR - NORTH
Arson,3,-93.29797552,45.00415821,JORDAN
Arson,3,-93.29777629,45.01030169,JORDAN
Arson,3,-93.29835027,45.00173064,JORDAN
Arson,4,-93.29776834,45.0114048,FOLWELL
Arson,3,-93.30248716,44.99923296,WILLARD - HAY
Arson,3,-93.29855074,45.00043207,NEAR - NORTH
Arson,3,-93.29841151,45.00133395,JORDAN
Arson,3,-93.30157303,45.00040209,WILLARD - HAY
Arson,4,-93.29776013,45.01254254,FOLWELL
Arson,3,-93.29915581,44.99651251,NEAR - NORTH
Arson,4,-93.29774355,45.01484326,JORDAN
Arson,3,-93.29780069,45.00691779,JORDAN
Arson,3,-93.30065013,45.00158244,WILLARD - HAY
Arson,4,-93.29776111,45.01240664,FOLWELL
Arson,3,-93.29793896,45.00439503,NEAR - NORTH
Arson,3,-93.29777681,45.01023056,FOLWELL
Arson,3,-93.29884509,44.9985253,JORDAN
Arson,3,-93.29780847,45.00583913,JORDAN
Arson,3,-93.29777713,45.01018571,FOLWELL
Arson,4,-93.2977457,45.01454428,JORDAN
Arson,3,-93.29779909,45.00713981,FOLWELL
Arson,3,-93.30113569,45.00096143,JORDAN
Arson,3,-93.30230737,44.99946289,WILLARD - HAY
Arson,3,-93.29778096,45.00965496,FOLWELL
Arson,3,-93.29914264,44.99659782,JORDAN
Arson,3,-93.29841707,45.00129793,NEAR - NORTH
Arson,4,-93.29777003,45.01117047,FOLWELL
Arson,3,-93.29924736,44.99591946,JORDAN
Arson,4,-93.29775216,45.01364914,JORDAN
Arson,3,-93.30425901,44.99696683,JORDAN
Arson,1,-93.31238597,45.02520925,VICTORY
Arson,1,-93.30516401,45.02694803,VICTORY
Arson,1,-93.3129499,45.02557336,FOLWELL
Arson,3,-93.30467071,45.02022782,FOLWELL
Arson,3,-93.30393051,45.01432841,JORDAN
Arson,1,-93.31040458,45.02646616,WEBBER - CAMDEN
Arson,3,-93.30061303,45.01760794,FOLWELL
Arson,3,-93.30573924,45.0164855,JORDAN
Arson,2,-93.30861413,45.02277393,FOLWELL
Arson,2,-93.30871417,45.02283852,VICTORY
Arson,1,-93.30474692,45.02698638,VICTORY
Arson,4,-93.29804722,45.0159513,FOLWELL
Arson,4,-93.29835091,45.01614738,FOLWELL
Arson,1,-93.31355479,45.02596391,VICTORY
Arson,4,-93.29963289,45.0169751,VICTORY
Arson,2,-93.30586893,45.02100146,VICTORY
Arson,4,-93.29918525,45.01668608,VICTORY
Arson,3,-93.30102736,45.01787546,VICTORY
Arson,2,-93.30896783,45.0230023,VICTORY
Arson,4,-93.29797629,45.0159055,VICTORY
Arson,2,-93.3085204,45.02271341,VICTORY
Arson,2,-93.31088528,45.02424032,VICTORY
Arson,3,-93.30406676,45.01983787,FOLWELL
Arson,1,-93.31240166,45.02521939,FOLWELL
Arson,1,-93.29493318,45.02788875,WEBBER - CAMDEN
Arson,1,-93.31187177,45.02487726,FOLWELL
Arson,2,-93.31012048,45.02374652,VICTORY
Arson,2,-93.30820425,45.01942525,VICTORY
Arson,3,-93.30707559,45.01807922,JORDAN
Arson,3,-93.3038779,45.01426568,JORDAN
Arson,2,-93.31010144,45.02168784,JORDAN
Arson,3,-93.30633103,45.01719127,JORDAN
Arson,2,-93.31074615,45.02415049,VICTORY
Arson,4,-93.30274037,45.01290906,JORDAN
Arson,4,-93.29884702,45.01646769,FOLWELL
Arson,3,-93.30721581,45.01824645,JORDAN
Arson,3,-93.30101556,45.01786784,FOLWELL
Arson,2,-93.30792813,45.01909596,JORDAN
Arson,3,-93.30456932,45.02016235,FOLWELL
Arson,4,-93.30152043,45.01145417,VICTORY
Arson,3,-93.30511228,45.02051292,FOLWELL
Arson,3,-93.30221598,45.0186429,VICTORY
Arson,1,-93.30256078,45.0271874,WEBBER - CAMDEN
Arson,3,-93.30354091,45.01386378,VICTORY
Arson,2,-93.30648786,45.02140108,FOLWELL
Arson,2,-93.31020731,45.02181409,JORDAN
Arson,4,-93.29793449,45.01587851,FOLWELL
Arson,3,-93.3019663,45.01848169,VICTORY
Arson,3,-93.30685073,45.01781105,VICTORY
Arson,2,-93.30838259,45.02262443,FOLWELL
Arson,2,-93.30824747,45.02253719,FOLWELL
Arson,1,-93.29495958,45.02788633,VICTORY
Arson,2,-93.30777505,45.02223217,FOLWELL
Arson,1,-93.31141237,45.02458064,VICTORY
Arson,1,-93.31259711,45.02534558,FOLWELL
Arson,1,-93.31304999,45.02563799,VICTORY
Arson,3,-93.30617407,45.01700407,JORDAN
Arson,1,-93.31281758,45.02548793,VICTORY
Arson,3,-93.30081372,45.01773752,FOLWELL
Arson,3,-93.30379004,45.01416089,VICTORY
Arson,3,-93.3050651,45.02048246,VICTORY
Arson,2,-93.30963769,45.0234348,FOLWELL
Arson,4,-93.29946415,45.01686615,VICTORY
Arson,3,-93.30426749,45.01473029,JORDAN
Arson,3,-93.30531379,45.01597811,VICTORY
Arson,1,-93.29513335,45.02787035,WEBBER - CAMDEN
Arson,1,-93.31310851,45.02567577,VICTORY
Arson,1,-93.30277403,45.02716779,VICTORY
Arson,1,-93.30148551,45.02728627,WEBBER - CAMDEN
Arson,1,-93.31235323,45.02518812,VICTORY
Arson,1,-93.3124803,45.02452485,JORDAN
Arson,3,-93.30227699,45.01868229,VICTORY
Arson,2,-93.30864262,45.01994805,JORDAN
Arson,3,-93.30185212,45.01840797,FOLWELL
Arson,4,-93.29931505,45.01676988,VICTORY
Arson,2,-93.30784,45.0222741,FOLWELL
Arson,2,-93.31056921,45.02224569,JORDAN
Arson,2,-93.31034703,45.02389279,VICTORY
Arson,2,-93.31059535,45.02405312,FOLWELL
Arson,1,-93.3123074,45.02431865,VICTORY
Arson,3,-93.30542295,45.01610829,VICTORY
Arson,2,-93.30642678,45.02136165,FOLWELL
Arson,2,-93.30890478,45.02296159,FOLWELL
Arson,2,-93.31018607,45.02378887,FOLWELL
Arson,3,-93.30624033,45.01708309,JORDAN
Arson,2,-93.30990411,45.0214525,JORDAN
Arson,3,-93.30561075,45.02083476,FOLWELL
Arson,2,-93.31019873,45.02379704,VICTORY
Arson,1,-93.29844554,45.02756579,WEBBER - CAMDEN
Arson,2,-93.3105068,45.02399595,VICTORY
Arson,3,-93.30432416,45.02000406,FOLWELL
Arson,1,-93.31335343,45.0258339,VICTORY
Arson,1,-93.31335628,45.02583574,VICTORY
Arson,1,-93.30889205,45.02660524,WEBBER - CAMDEN
Arson,4,-93.30015083,45.01730951,FOLWELL
Arson,3,-93.30245003,45.01879402,FOLWELL
Arson,3,-93.3053093,45.02064013,VICTORY
Arson,1,-93.30983281,45.02651874,WEBBER - CAMDEN
Arson,2,-93.30765768,45.02215638,FOLWELL
Arson,1,-93.31343589,45.02566448,JORDAN
Arson,11,-93.28420059,45.00726709,HAWTHORNE
Arson,11,-93.28067489,45.02652015,FOLWELL
Arson,11,-93.25341936,45.01352297,HOLLAND
Arson,11,-93.26741511,45.02314651,COLUMBIA PARK
Arson,11,-93.27870926,45.02284686,HAWTHORNE
Arson,11,-93.27030979,45.0251369,HOLLAND
Arson,11,-93.25541212,45.0148932,COLUMBIA PARK
Arson,10,-93.29156179,45.01930591,FOLWELL
Arson,11,-93.2667553,45.02269282,HOLLAND
Arson,11,-93.26171526,45.01922727,COLUMBIA PARK
Arson,11,-93.25972487,45.01785866,COLUMBIA PARK
Arson,11,-93.25703156,45.01600673,HOLLAND
Arson,11,-93.27745044,45.02641832,HAWTHORNE
Arson,11,-93.26860098,45.02396192,COLUMBIA PARK
Arson,11,-93.26438563,45.02106343,HOLLAND
Arson,11,-93.25347158,45.01355887,HOLLAND
Arson,10,-93.29275211,45.01851714,FOLWELL
Arson,11,-93.27023167,45.02508319,HOLLAND
Arson,11,-93.27281178,45.02685728,HOLLAND
Arson,11,-93.27608701,45.02910934,COLUMBIA PARK
Arson,10,-93.28886696,45.02109165,FOLWELL
Arson,10,-93.28716592,45.02221885,COLUMBIA PARK
Arson,11,-93.26459307,45.02120606,COLUMBIA PARK
Arson,11,-93.28552305,45.02330749,FOLWELL
Arson,11,-93.26313253,45.02020179,HOLLAND
Arson,11,-93.25707397,45.0160359,HOLLAND
Arson,11,-93.26904028,45.02426399,HOLLAND
Arson,11,-93.28212616,45.01315258,COLUMBIA PARK
Arson,11,-93.26939484,45.02450778,COLUMBIA PARK
Arson,11,-93.26397564,45.02078151,HOLLAND
Arson,11,-93.26048958,45.01838448,HOLLAND
Arson,11,-93.26693133,45.02281386,COLUMBIA PARK
Arson,11,-93.27709128,45.02743732,HAWTHORNE
Arson,11,-93.27113983,45.02570764,COLUMBIA PARK
Arson,11,-93.28389829,45.02438415,COLUMBIA PARK
Arson,11,-93.25949487,45.01770052,HOLLAND
Arson,11,-93.27376354,45.02751172,COLUMBIA PARK
Arson,11,-93.28277321,45.0113168,COLUMBIA PARK
Arson,11,-93.28284979,45.02507894,FOLWELL
Arson,11,-93.27294597,45.02694956,HOLLAND
Arson,11,-93.27235032,45.02653998,COLUMBIA PARK
Arson,11,-93.28517012,45.02354137,FOLWELL
Arson,11,-93.25875404,45.01719112,COLUMBIA PARK
Arson,11,-93.27091551,45.0255534,HOLLAND
Arson,11,-93.2547549,45.01444129,HOLLAND
Arson,11,-93.28339271,45.00955919,HAWTHORNE
Arson,11,-93.26015363,45.01815348,COLUMBIA PARK
Arson,10,-93.28639551,45.02272936,COLUMBIA PARK
Arson,11,-93.27758647,45.0285667,COLUMBIA PARK
Arson,11,-93.28393347,45.00802496,HAWTHORNE
Arson,11,-93.26285204,45.02000892,COLUMBIA PARK
Arson,11,-93.2665296,45.02253763,COLUMBIA PARK
Arson,10,-93.29300894,45.01834695,COLUMBIA PARK
Arson,11,-93.28430807,45.02411261,COLUMBIA PARK
Arson,11,-93.28159039,45.02591349,FOLWELL
Arson,10,-93.29373684,45.0178646,FOLWELL
Arson,11,-93.28109761,45.01607074,HAWTHORNE
Arson,11,-93.27138039,45.02587306,COLUMBIA PARK
Arson,11,-93.26096902,45.01871415,HOLLAND
Arson,11,-93.25310517,45.01330693,COLUMBIA PARK
Arson,11,-93.25950318,45.01770623,HOLLAND
Arson,11,-93.25616713,45.01541235,HOLLAND
Arson,11,-93.28237701,45.01244088,HAWTHORNE
Arson,11,-93.28334566,45.00969266,COLUMBIA PARK
Arson,11,-93.2707567,45.0254442,COLUMBIA PARK
Arson,11,-93.27365153,45.0274347,COLUMBIA PARK
Arson,11,-93.28160283,45.02590524,FOLWELL
Arson,11,-93.2823694,45.01246245,COLUMBIA PARK
Arson,11,-93.26251037,45.01977399,COLUMBIA PARK
Arson,11,-93.27402448,45.02769114,HOLLAND
Arson,11,-93.26812988,45.02363799,COLUMBIA PARK
Arson,11,-93.26384268,45.02069009,COLUMBIA PARK
Arson,11,-93.26583396,45.0220593,HOLLAND
Arson,11,-93.2751451,45.02846168,HOLLAND
Arson,11,-93.26360996,45.02053007,HOLLAND
Arson,10,-93.28712991,45.0222427,FOLWELL
Arson,11,-93.28527525,45.0234717,FOLWELL
Arson,11,-93.28017303,45.0186939,HAWTHORNE
Arson,11,-93.27675877,45.02838069,HAWTHORNE
Arson,11,-93.27482529,45.02824178,COLUMBIA PARK
Arson,10,-93.29191037,45.01907492,FOLWELL
Arson,11,-93.25829779,45.0168774,COLUMBIA PARK
Arson,11,-93.27990794,45.02702837,COLUMBIA PARK
Arson,11,-93.28586925,45.00253285,HAWTHORNE
Arson,11,-93.26222472,45.01957758,COLUMBIA PARK
Arson,11,-93.2819966,45.02564431,FOLWELL
Arson,11,-93.2811489,45.0159252,HAWTHORNE
Arson,11,-93.28394846,45.00798243,HAWTHORNE
Arson,11,-93.27172731,45.0261116,HOLLAND
Arson,11,-93.2641445,45.02089762,HOLLAND
Arson,11,-93.28511926,45.02357507,COLUMBIA PARK
Arson,11,-93.27049921,45.02526715,COLUMBIA PARK
Arson,11,-93.26478315,45.02133676,COLUMBIA PARK
Arson,11,-93.26911211,45.02431337,HOLLAND
Arson,11,-93.27749011,45.02630576,COLUMBIA PARK
Arson,11,-93.275171,45.02847949,HOLLAND
Arson,11,-93.27738645,45.02869924,COLUMBIA PARK
Arson,11,-93.26859825,45.02396004,HOLLAND
Arson,11,-93.28468989,45.00587888,COLUMBIA PARK
Arson,11,-93.27756612,45.02609011,COLUMBIA PARK
Arson,1,-93.26406428,45.03098615,SHERIDAN
Arson,1,-93.2653168,45.03087357,MCKINLEY
Arson,0,-93.28564559,45.01817081,MCKINLEY
Arson,1,-93.2706554,45.02753766,MCKINLEY
Arson,1,-93.26754722,45.02947986,MCKINLEY
Arson,1,-93.2642197,45.03040975,COLUMBIA PARK
Arson,0,-93.27680062,45.02369773,MCKINLEY
Arson,1,-93.27319793,45.02594893,COLUMBIA PARK
Arson,2,-93.26748143,45.01831278,SHERIDAN
Arson,0,-93.2873631,45.0170976,MCKINLEY
Arson,3,-93.27112487,45.00480014,COLUMBIA PARK
Arson,1,-93.26464807,45.03129144,COLUMBIA PARK
Arson,0,-93.27597167,45.02421571,MCKINLEY
Arson,0,-93.28340775,45.01956916,COLUMBIA PARK
Arson,0,-93.28314711,45.01973203,COLUMBIA PARK
Arson,0,-93.28093607,45.02111363,MCKINLEY
Arson,0,-93.28337527,45.01958946,MCKINLEY
Arson,0,-93.27648834,45.02389287,MCKINLEY
Arson,0,-93.27768792,45.02314329,COLUMBIA PARK
Arson,0,-93.27755213,45.02322814,MCKINLEY
Arson,0,-93.2860306,45.01793023,MCKINLEY
Arson,1,-93.27304675,45.02604339,COLUMBIA PARK
Arson,0,-93.27618037,45.0240853,COLUMBIA PARK
Arson,1,-93.27396126,45.02547195,MCKINLEY
Arson,0,-93.28129407,45.02088993,COLUMBIA PARK
Arson,1,-93.27573255,45.02436513,MCKINLEY
Arson,1,-93.26551652,45.02560014,SHERIDAN
Arson,0,-93.28102444,45.02105841,COLUMBIA PARK
Arson,1,-93.27046389,45.02765733,COLUMBIA PARK
Arson,0,-93.28607166,45.01790457,COLUMBIA PARK
Arson,0,-93.28790412,45.01675954,MCKINLEY
Arson,1,-93.27340083,45.02582214,COLUMBIA PARK
Arson,0,-93.2807892,45.0212054,MCKINLEY
Arson,1,-93.2719688,45.02671696,MCKINLEY
Arson,3,-93.27042149,45.0074088,SHERIDAN
Arson,0,-93.28673946,45.01748729,COLUMBIA PARK
Arson,1,-93.27428688,45.02526848,COLUMBIA PARK
Arson,2,-93.26898763,45.01272664,SHERIDAN
Arson,1,-93.26941249,45.02831432,COLUMBIA PARK
Arson,1,-93.27263854,45.02629847,MCKINLEY
Arson,1,-93.27286676,45.02615586,COLUMBIA PARK
